epoch,loss,diag_sim,offdiag_sim,sim_margin,batch_acc,temperature,lr,epoch_seconds
1,3.796573482290672,0.17302802210524135,0.10918736310988447,0.06384065899535687,0.08616560218978102,0.07007305324077606,3.9999999999999996e-05,616.272837638855
2,3.2408758845642534,0.29950620424355906,0.14517629154733497,0.15432991277779975,0.16029881386861314,0.07014063745737076,7e-05,608.9764087200165
3,2.9066928607703995,0.382090355249217,0.16927087755642667,0.21281947788313357,0.22741788321167883,0.06998631358146667,0.0001,609.8767471313477
4,2.6980927077523114,0.40341698579544566,0.15667064205138354,0.24674634352652697,0.27742928832116787,0.06959301233291626,9.976164397027375e-05,606.8184866905212
5,2.8441026115069423,0.45369545005968887,0.2187613795926101,0.23493407068461397,0.26824817518248173,0.06914013624191284,9.90488713799599e-05,762.8365941047668
6,2.752725324491515,0.4437994966759299,0.1964278338871298,0.24737166292475957,0.29351049270072993,0.06851433962583542,9.786854661874433e-05,727.5965418815613
7,2.6523792169389933,0.4397831967059713,0.18119976392192563,0.2585834323489753,0.3170620437956204,0.06765808910131454,9.623203685930869e-05,770.3074836730957
8,2.55653140623204,0.4499219339476885,0.17499804469573238,0.2749238886537343,0.33930200729927007,0.06673203408718109,9.415510258524356e-05,766.5892136096954
9,2.476962905730644,0.4453916228818197,0.16571135933164263,0.2796802627344201,0.3610287408759124,0.06563536077737808,9.165774580897599e-05,765.9442186355591
10,2.392172459268222,0.4382824823804145,0.15289993146366446,0.28538255001941737,0.38566377737226276,0.06449168175458908,8.876401744145547e-05,780.050769329071
11,2.3334191793942973,0.4288336592216561,0.14209408865031534,0.2867395702178461,0.3993499087591241,0.06337035447359085,8.550178566873408e-05,774.4436764717102
12,2.2716326100112747,0.43354279444600546,0.14019393352587728,0.29334886083855244,0.4162294708029197,0.06225786730647087,8.190246756610044e-05,770.9296402931213
13,2.176109137761332,0.4285826456807826,0.12878255380222398,0.2998000909812259,0.4437728102189781,0.061134789139032364,7.800072653447029e-05,734.9139573574066
14,2.125396678482529,0.4316791226393985,0.12788429301585594,0.30379482875340175,0.45546304744525545,0.06009788438677788,7.383413847288688e-05,731.4245216846466
15,2.0435922406885747,0.43043425842358246,0.12242711079816748,0.3080071481148692,0.47815921532846717,0.05907495319843292,6.944282990207193e-05,735.6654195785522
16,1.9650518846337812,0.4307768759283706,0.11739468367865485,0.3133821924128672,0.4977189781021898,0.05808638036251068,6.486909152409586e-05,735.5141735076904
17,1.921411927164036,0.430427253355075,0.11458729392420637,0.315839959322101,0.5044479927007299,0.05721346661448479,6.0156970939798334e-05,743.4009709358215
18,1.885683719259109,0.43188194941430197,0.11586814319347813,0.31601380714534844,0.5164233576642335,0.05638865381479263,5.535184844631324e-05,739.9801166057587
19,1.8108920367964862,0.4334972865172546,0.11037272625487216,0.32312456034395814,0.5286268248175182,0.055619075894355774,5.0499999999999974e-05,736.150714635849
20,1.7540965389161214,0.42892242652656387,0.10544475249565431,0.32347767413967715,0.5527486313868614,0.05491053685545921,4.564815155368672e-05,739.102302312851
21,1.6811156818901536,0.4345299056629195,0.10179015326510815,0.3327397520307207,0.5685447080291971,0.054280128329992294,4.0843029060201635e-05,748.1174519062042
22,1.655987456332158,0.4312136231982795,0.09982366664131193,0.3313899556868268,0.575901003649635,0.05375140905380249,3.6130908475904105e-05,742.1658380031586
23,1.6076077329416345,0.42966096298973055,0.0979163766886196,0.3317445868993328,0.5912979014598541,0.053251881152391434,3.155717009792804e-05,741.0903565883636
